,last_name_x,last_name_y, first_name_x,player_id,pitch_hand,pitch_type,pitch_name_x,pitch_name_y,pitches,n_pitches,pitch_usage,release_speed,spin_rate,movement_inches,spin_eff%,alan_active_spin_pct,active_spin,hawkeye_measured,movement_inferred,diff_measured_inferred,diff2,run_value_per_100,run_value,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent,diff_measured_inferred_minutes,hawkeye_measured_clock_hh,hawkeye_measured_clock_mm,movement_inferred_clock_hh,movement_inferred_clock_mm,diff_clock_hh,diff_clock_mm,hawkeye_measured_clock_label,movement_inferred_clock_label,diff_clock_label,team_name_alt,bauer_units
200,Evans,Evans, Demarcus,663770,R,FF,4-Seamer,4-Seam Fastball,315,315,60.3,91.0,2467,21.9,97,0.9916670497418002,0.9722673723314535,173.53495495805902,174.95727304474306,-1.4223180866840437,1.4223180866840528,0.4,1,73,0.237,0.373,0.342,20.7,23.3,16.3,0.233,0.369,0.335,30.2,0,12,15,12,15,0,0,12:15,12:15, 0H 00M,TEX,27.10989010989011
201,Fairbanks,Fairbanks, Pete,664126,R,SL,Slider,Slider,326,318,42.1,85.6,2386,7.7,44,0.3389864027261684,0.4354068518344601,312.91930887607464,339.3972254999393,-26.477916623864644,26.47791662386466,0.4,1,101,0.278,0.378,0.331,29.7,31.7,27.1,0.205,0.296,0.268,32.8,45,7,30,6,45,0,45,7:30,6:45,+0H 45M,TB,27.873831775700936
202,Fairbanks,Fairbanks, Pete,664126,R,FF,4-Seamer,4-Seam Fastball,446,445,57.6,97.1,2397,17.7,82,0.8212276185435181,0.8249684296237909,174.86585490310208,185.06919691218417,-10.203342009082093,10.203342009082071,-1.1,-5,86,0.2,0.28,0.274,31.3,27.9,19.5,0.188,0.318,0.274,30.8,30,12,15,11,45,0,30,12:15,11:45,+0H 30M,TB,24.685890834191557
203,Falter,Falter, Bailey,663559,L,FF,4-Seamer,4-Seam Fastball,347,342,62.9,91.8,1768,18.6,95,0.9863238262141456,0.951928480746906,185.84274959245408,204.4440629667851,-18.601313374331028,18.601313374331017,-1.1,-4,93,0.239,0.352,0.289,20.5,24.7,23.7,0.231,0.332,0.266,35.4,30,11,45,11,15,0,30,11:45,11:15,+0H 30M,PHI,19.25925925925926
204,Familia,Familia, Jeurys,544727,R,SL,Slider,Slider,236,236,23.2,89.2,2277,3.6,25,0.164033033903374,0.2533061887241746,137.0778331345852,167.88856323938194,-30.810730104796733,30.810730104796736,0.7,2,51,0.289,0.422,0.354,38.2,35.3,23.1,0.24,0.32,0.296,33.3,60,1,30,12,30,1,0,1:30,12:30,+1H 00M,NYM,25.526905829596412
205,Faria,Faria, Jake,607188,R,FF,4-Seamer,4-Seam Fastball,358,357,56.0,92.3,2101,18.4,99,0.9103127992555692,0.9855467521833016,161.08278251680156,165.9585866427577,-4.875804125956137,4.875804125956122,3.3,12,85,0.397,0.726,0.505,15.5,14.1,13.6,0.305,0.603,0.421,56.5,15,12,45,12,30,0,15,12:45,12:30,+0H 15M,ARI,22.76273022751896
206,Farmer,Farmer, Buck,571656,R,FF,4-Seamer,4-Seam Fastball,346,344,47.7,94.0,2282,19.4,96,0.9147454475172012,0.9577421168472924,136.2721228099506,140.54562446176175,-4.273501651811159,4.273501651811156,1.5,5,79,0.323,0.6,0.437,20.0,20.3,15.2,0.27,0.515,0.388,52.0,15,1,30,1,15,0,15,1:30,1:15,+0H 15M,DET,24.27659574468085
207,Farrell,Farrell, Luke,608652,R,SL,Slider,Slider,244,243,51.6,81.7,2546,5.3,20,0.2295962139105664,0.1966210684555945,304.59169015315103,319.9686302624159,-15.376940109264863,15.376940109264844,-1.6,-4,68,0.21,0.403,0.298,33.9,27.9,24.1,0.218,0.387,0.295,32.6,30,7,45,7,15,0,30,7:45,7:15,+0H 30M,MIN,31.162790697674417
208,Fedde,Fedde, Erick,607200,R,CH,Changeup,Changeup,246,213,10.2,87.6,1556,15.6,89,0.8516665777369945,0.8877638155985326,121.44430190580562,91.1813055312528,30.262996374552827,30.26299637455285,2.4,6,54,0.204,0.327,0.297,17.6,14.8,8.7,0.213,0.316,0.266,28.6,-60,2,0,3,0,1,0,2:00,3:00,-1H 00M,WSH,17.762557077625573
209,Fedde,Fedde, Erick,607200,R,FC,Cutter,Cutter,554,552,23.0,89.4,2050,7.0,45,0.3365520778115954,0.4498633804792491,183.08739511906435,216.17607248366,-33.08867736459561,33.08867736459565,0.8,5,118,0.232,0.464,0.315,23.7,28.0,19.2,0.238,0.512,0.328,40.0,75,12,0,10,45,1,15,12:00,10:45,+1H 15M,WSH,22.930648769574944
210,Feliz,Feliz, Michael,593140,R,FF,4-Seamer,4-Seam Fastball,215,215,58.1,93.8,2179,18.7,96,0.8998452365404098,0.9563076803931548,163.51429234912973,169.26629251217628,-5.752000163046546,5.75200016304655,2.1,5,57,0.352,0.63,0.432,18.3,24.6,20.6,0.333,0.635,0.423,55.0,15,12,30,12,15,0,15,12:30,12:15,+0H 15M,OAK,23.230277185501066
211,Feyereisen,Feyereisen, J.P.,656420,R,SL,Slider,Slider,282,266,28.6,86.3,2767,6.3,28,0.2621730262763451,0.2811218685134273,239.0404838790285,269.1390078768649,-30.098523997836423,30.098523997836384,0.8,2,56,0.255,0.451,0.329,45.3,19.6,13.8,0.243,0.38,0.298,31.7,60,10,0,9,0,1,0,10:00,9:00,+1H 00M,TB,32.06257242178447
212,Feyereisen,Feyereisen, J.P.,656420,R,FF,4-Seamer,4-Seam Fastball,508,499,51.5,93.1,2491,21.2,94,0.9505952940753234,0.93864584336243,161.87536739426278,164.52417314730374,-2.648805753040961,2.648805753040973,-1.8,-9,108,0.167,0.286,0.307,28.3,17.6,14.8,0.191,0.397,0.339,44.8,0,12,30,12,30,0,0,12:30,12:30, 0H 00M,TB,26.756176154672396
213,Finnegan,Finnegan, Kyle,640448,R,SL,Slider,Slider,235,235,19.4,87.5,2116,7.8,47,0.3673456802008844,0.4678793955589151,182.487362470992,219.6088527290806,-37.12149025808864,37.12149025808865,0.2,0,65,0.224,0.259,0.273,34.1,27.7,20.0,0.175,0.224,0.224,17.1,75,12,0,10,45,1,15,12:00,10:45,+1H 15M,WSH,24.18285714285714
214,Flaherty,Flaherty, Jack,656427,R,FF,4-Seamer,4-Seam Fastball,684,679,50.6,93.6,2245,15.4,79,0.7266570377678021,0.7930519559661228,157.5967962838483,164.35604632126507,-6.759250037416734,6.7592500374167575,-0.8,-5,166,0.193,0.379,0.307,17.1,22.9,17.3,0.26,0.485,0.357,44.5,15,12,45,12,30,0,15,12:45,12:30,+0H 15M,STL,23.985042735042736
215,Flaherty,Flaherty, Jack,656427,R,SL,Slider,Slider,383,380,28.3,83.7,2400,8.8,51,0.3857893984514454,0.5064318300312807,258.44243535862154,251.9884391915164,6.453996167105146,6.453996167105154,-0.1,0,104,0.215,0.366,0.306,40.5,29.8,23.3,0.241,0.481,0.346,36.5,0,9,30,9,30,0,0,9:30,9:30, 0H 00M,STL,28.67383512544803
216,Fleming,Fleming, Josh,676596,L,FC,Cutter,Cutter,440,436,27.0,86.3,1853,5.8,47,0.2891289818590975,0.4709984953993166,227.3389336156377,184.4844513694314,42.85448224620629,42.854482246206274,-0.4,-2,110,0.267,0.446,0.332,15.5,12.7,11.5,0.269,0.478,0.335,28.9,-75,10,30,11,45,1,15,10:30,11:45,-1H 15M,TB,21.471610660486675
217,Fleming,Fleming, Josh,676596,L,CH,Changeup,Changeup,359,340,22.0,81.8,1602,14.5,82,0.7474492995159666,0.8240419886360384,246.2143331668106,276.2825421509449,-30.068208984134287,30.0682089841343,1.1,4,102,0.242,0.333,0.281,20.1,15.7,10.9,0.261,0.399,0.296,38.6,60,9,45,8,45,1,0,9:45,8:45,+1H 00M,TB,19.58435207823961
218,Flexen,Flexen, Chris,623167,R,FF,4-Seamer,4-Seam Fastball,1124,1118,40.0,92.8,2107,17.9,92,0.8577247805518398,0.920030669834298,164.76407878235852,173.1914875043841,-8.427408722025575,8.427408722025595,-0.7,-7,257,0.273,0.459,0.344,18.0,23.0,17.4,0.244,0.463,0.333,43.1,15,12,30,12,15,0,15,12:30,12:15,+0H 15M,SEA,22.704741379310345
219,Flexen,Flexen, Chris,623167,R,CH,Changeup,Changeup,431,428,15.3,82.7,1326,15.4,98,0.8776624950716523,0.9846687480136432,142.48156553787675,122.77974016338456,19.7018253744922,19.70182537449218,-2.4,-10,123,0.16,0.269,0.196,26.5,21.1,16.5,0.199,0.307,0.224,16.8,-45,1,15,2,0,0,45,1:15,2:00,-0H 45M,SEA,16.03385731559855
220,Flexen,Flexen, Chris,623167,R,FC,Cutter,Cutter,826,825,29.4,89.1,2299,8.3,54,0.377970739333577,0.539183478205714,194.96719114498228,220.27878528322,-25.31159413823769,25.31159413823766,0.8,7,259,0.308,0.446,0.351,15.7,10.0,11.8,0.295,0.45,0.345,41.9,45,11,30,10,45,0,45,11:30,10:45,+0H 45M,SEA,25.802469135802472
221,Floro,Floro, Dylan,571670,R,FF,4-Seamer,4-Seam Fastball,328,328,30.5,93.8,2233,17.9,90,0.8525372941111606,0.8993653254782868,136.42221347227445,145.3429304513442,-8.920716979069738,8.92071697906973,-1.3,-4,86,0.145,0.158,0.201,34.1,44.2,22.5,0.16,0.202,0.221,23.7,15,1,30,1,15,0,15,1:30,1:15,+0H 15M,MIA,23.80597014925373
222,Floro,Floro, Dylan,571670,R,CH,Changeup,Changeup,259,255,24.1,86.4,1850,17.6,94,0.8795622315922395,0.942600925774732,113.1683506207752,94.04413722979622,19.124213390978998,19.124213390978998,-0.6,-2,74,0.229,0.286,0.291,18.9,8.1,8.8,0.25,0.387,0.289,30.8,-30,2,15,2,45,0,30,2:15,2:45,-0H 30M,MIA,21.412037037037035
223,Foltynewicz,Foltynewicz, Mike,592314,R,SL,Slider,Slider,529,528,23.7,83.2,2425,6.5,25,0.286108801319676,0.2491775688982499,245.26756889832325,260.4328162990968,-15.165247400773524,15.165247400773536,0.7,4,139,0.214,0.484,0.328,28.2,31.7,19.2,0.198,0.389,0.289,42.7,30,9,45,9,15,0,30,9:45,9:15,+0H 30M,TEX,29.146634615384613
224,Foltynewicz,Foltynewicz, Mike,592314,R,FF,4-Seamer,4-Seam Fastball,657,651,29.4,93.8,2155,18.3,96,0.8940169374626523,0.9572736634391515,139.91450196692156,143.11530155394374,-3.200799587022175,3.200799587022185,0.5,4,163,0.287,0.62,0.396,11.2,9.2,8.6,0.321,0.649,0.427,52.6,0,1,15,1,15,0,0,1:15,1:15, 0H 00M,TEX,22.97441364605544
225,Foltynewicz,Foltynewicz, Mike,592314,R,CH,Changeup,Changeup,283,283,12.7,85.3,1779,18.3,98,0.9315254000165716,0.9813693158116452,132.62824195772066,126.37229420394029,6.255947753780376,6.255947753780383,1.9,5,61,0.291,0.564,0.389,32.9,13.1,12.5,0.299,0.537,0.381,47.9,-15,1,30,1,45,0,15,1:30,1:45,-0H 15M,TEX,20.855803048065653
226,Foster,Foster, Matt,641582,R,FF,4-Seamer,4-Seam Fastball,463,459,63.5,93.6,2299,19.5,98,0.9162529880839396,0.9780537738662536,157.5902752079343,159.1237434642707,-1.5334682563363913,1.5334682563364015,-0.6,-3,102,0.233,0.326,0.327,22.9,23.5,19.7,0.275,0.476,0.37,54.7,0,12,45,12,45,0,0,12:45,12:45, 0H 00M,CWS,24.561965811965813
227,Freeland,Freeland, Kyle,607536,L,CH,Changeup,Changeup,324,322,17.2,85.8,1544,13.3,91,0.788424262056168,0.9119073237071676,223.59484248938156,241.76333292808872,-18.16849043870718,18.168490438707213,0.9,3,72,0.4,0.6,0.458,17.2,6.9,14.7,0.335,0.569,0.414,46.7,30,10,30,10,0,0,30,10:30,10:00,+0H 30M,COL,17.995337995337994
228,Freeland,Freeland, Kyle,607536,L,FF,4-Seamer,4-Seam Fastball,470,468,24.9,91.4,2398,13.8,75,0.6933184638873195,0.7533003505556475,214.23693262629357,207.91281647697875,6.32411614931479,6.32411614931478,-1.1,-5,113,0.279,0.423,0.328,13.6,7.1,10.4,0.266,0.431,0.322,30.6,-15,10,45,11,0,0,15,10:45,11:00,-0H 15M,COL,26.2363238512035
229,Freeland,Freeland, Kyle,607536,L,SL,Slider,Slider,429,427,22.7,86.0,2324,4.8,30,0.2367870618569423,0.2965565837072135,181.38908503484555,141.93528656288552,39.45379847196003,39.45379847196004,0.7,3,106,0.289,0.515,0.362,22.2,18.9,16.0,0.22,0.365,0.276,29.1,-75,12,0,1,15,1,15,12:00,1:15,-1H 15M,COL,27.023255813953487
230,Fried,Fried, Max,608331,L,FF,4-Seamer,4-Seam Fastball,999,994,39.1,94.0,2114,12.3,76,0.6084344115856292,0.7563411266116933,196.4149730664365,186.0060218486815,10.408951217755003,10.408951217754984,-0.9,-9,295,0.264,0.4,0.32,16.5,14.2,15.7,0.273,0.395,0.322,38.2,-15,11,30,11,45,0,15,11:30,11:45,-0H 15M,ATL,22.48936170212766
231,Fried,Fried, Max,608331,L,SL,Slider,Slider,556,555,21.7,84.7,2485,10.2,34,0.4480658532789567,0.3443938361156565,67.28691721845834,81.53746223323414,-14.250545014775795,14.250545014775794,-1.2,-7,134,0.208,0.317,0.27,30.1,27.6,21.4,0.227,0.419,0.314,24.7,30,3,45,3,15,0,30,3:45,3:15,+0H 30M,ATL,29.33884297520661
232,Fry,Fry, Paul,643316,L,SL,Slider,Slider,392,386,45.0,85.1,2738,14.9,57,0.6221456879152276,0.5672454459377365,44.45217945002713,67.56653703610719,-23.11435758608006,23.114357586080068,1.0,4,101,0.181,0.277,0.287,32.7,32.7,24.6,0.199,0.294,0.298,36.0,45,4,30,3,45,0,45,4:30,3:45,+0H 45M,BAL,32.173913043478265
233,Fry,Fry, Paul,643316,L,FF,4-Seamer,4-Seam Fastball,475,469,54.5,92.8,2331,13.5,67,0.6230634563227312,0.6687599128228608,224.8144354864308,205.9390736313138,18.875361855117035,18.875361855117035,0.1,1,113,0.244,0.289,0.348,20.3,23.9,23.7,0.234,0.319,0.327,32.3,-45,10,30,11,15,0,45,10:30,11:15,-0H 45M,BAL,25.118534482758623
234,Fulmer,Fulmer, Michael,605242,R,SL,Slider,Slider,472,472,39.9,91.2,2407,8.0,48,0.3645357046652773,0.4774673182021563,201.90180970479864,232.1471002738249,-30.24529056902628,30.245290569026253,-1.3,-6,124,0.243,0.27,0.251,33.5,29.0,20.5,0.213,0.296,0.246,27.2,60,11,15,10,15,1,0,11:15,10:15,+1H 00M,DET,26.392543859649123
235,Funkhouser,Funkhouser, Kyle,608335,R,SL,Slider,Slider,359,358,30.2,86.7,2432,4.7,27,0.2109783220745554,0.2684501449534222,235.51678500427,261.67039893573565,-26.153613931465628,26.153613931465603,-1.3,-5,76,0.215,0.323,0.291,44.4,23.7,19.6,0.223,0.335,0.305,35.4,60,10,15,9,15,1,0,10:15,9:15,+1H 00M,DET,28.050749711649363
236,Funkhouser,Funkhouser, Kyle,608335,R,FF,4-Seamer,4-Seam Fastball,259,257,21.8,95.8,2162,16.4,91,0.8078242678901368,0.908199623919454,143.40591262456232,152.56609939457115,-9.160186770008837,9.16018677000882,-1.9,-5,76,0.149,0.194,0.206,26.5,36.8,20.9,0.17,0.263,0.236,42.5,15,1,15,1,0,0,15,1:15,1:00,+0H 15M,DET,22.567849686847598
237,Gallegos,Gallegos, Giovanny,606149,R,FF,4-Seamer,4-Seam Fastball,653,649,52.8,94.4,2348,19.4,99,0.9206522678510192,0.9908124528814533,151.9045213911435,150.88404497743963,1.020476413703875,1.0204764137038684,-1.7,-11,168,0.201,0.315,0.264,25.2,28.6,22.2,0.223,0.363,0.291,46.2,0,1,0,1,0,0,0,1:00,1:00, 0H 00M,STL,24.8728813559322
238,Gallegos,Gallegos, Giovanny,606149,R,SL,Slider,Slider,526,526,42.6,85.6,2480,2.7,13,0.1217230017509066,0.130811721391222,329.71220639836383,346.9297548466271,-17.217548448263244,17.217548448263226,-2.0,-10,128,0.16,0.294,0.213,45.6,36.7,25.7,0.176,0.317,0.234,32.0,30,7,0,6,30,0,30,7:00,6:30,+0H 30M,STL,28.97196261682243
239,Gallen,Gallen, Zac,668678,R,FF,4-Seamer,4-Seam Fastball,1128,1125,53.7,93.4,2326,17.2,83,0.8196888885787549,0.83198309222883,157.89834146309516,168.33616450287263,-10.43782303977747,10.437823039777443,-1.0,-11,272,0.217,0.366,0.315,15.3,25.4,21.5,0.234,0.388,0.316,47.1,15,12,45,12,30,0,15,12:45,12:30,+0H 15M,ARI,24.903640256959314
240,Gallen,Gallen, Zac,668678,R,CH,Changeup,Changeup,350,305,16.7,86.1,1479,13.6,89,0.7723991727933883,0.8939339996062964,129.37666143440745,100.66724615892107,28.709415275486364,28.709415275486386,0.5,2,94,0.232,0.378,0.327,32.0,22.3,17.2,0.231,0.335,0.303,29.5,-60,1,45,2,45,1,0,1:45,2:45,-1H 00M,ARI,17.177700348432058
241,Gant,Gant, John,607231,R,FF,4-Seamer,4-Seam Fastball,240,238,12.2,92.0,2442,19.8,97,0.9117810526203622,0.9687209045419556,138.81709499997902,140.67500843139942,-1.8579134314204,1.8579134314203916,1.7,4,56,0.271,0.458,0.318,22.0,32.1,16.8,0.179,0.275,0.252,28.1,0,1,15,1,15,0,0,1:15,1:15, 0H 00M,MIN,26.543478260869566
242,Gant,Gant, John,607231,R,FC,Cutter,Cutter,388,382,19.6,85.4,2615,5.8,27,0.2529214547845827,0.2698971997250279,178.4913692739953,210.88594000904723,-32.39457073505193,32.39457073505191,-0.7,-3,90,0.211,0.329,0.319,29.1,18.9,16.8,0.252,0.398,0.344,30.5,60,12,0,11,0,1,0,12:00,11:00,+1H 00M,MIN,30.620608899297423
243,Gant,Gant, John,607231,R,CH,Changeup,Changeup,444,442,22.5,80.1,1486,14.5,96,0.7833884430893977,0.964540562040016,118.32425076139997,110.57764954706076,7.746601214339208,7.746601214339216,1.0,5,109,0.217,0.413,0.335,37.0,21.1,15.0,0.231,0.329,0.312,32.9,-15,2,0,2,15,0,15,2:00,2:15,-0H 15M,MIN,18.551810237203497
244,Garcia,Garcia, Luis,677651,R,CH,Changeup,Changeup,276,274,11.0,83.4,1906,19.0,99,0.9135883784576244,0.991160621947553,123.13059369317948,116.26513561676776,6.865458076411727,6.865458076411718,0.0,0,61,0.224,0.414,0.294,39.1,26.2,22.9,0.208,0.347,0.249,20.9,0,2,0,2,0,0,0,2:00,2:00, 0H 00M,HOU,22.853717026378895
245,Garcia,Garcia, Luis,677651,R,FF,4-Seamer,4-Seam Fastball,1118,1114,44.7,93.3,2354,18.7,89,0.8643984069483399,0.8867413391380897,156.44172310908283,163.75808723013404,-7.316364121051208,7.316364121051226,-0.2,-2,299,0.301,0.488,0.384,19.1,16.4,17.2,0.298,0.507,0.389,50.2,15,12,45,12,30,0,15,12:45,12:30,+0H 15M,HOU,25.230439442658092
246,Garcia,Garcia, Luis,677651,R,SL,Slider,Slider,309,308,12.4,79.9,2374,17.5,57,0.7557362149139686,0.5659258543063572,311.96966744482177,286.1973574912074,25.772309953614357,25.77230995361434,-2.0,-6,64,0.133,0.167,0.156,41.0,31.3,19.6,0.153,0.205,0.194,22.0,-60,7,30,8,30,1,0,7:30,8:30,-1H 00M,HOU,29.712140175219023
247,Garcia,Garcia, Luis,677651,R,FC,Cutter,Cutter,565,562,22.6,86.1,2379,8.0,38,0.3550332082314166,0.3799177125196533,210.6403666738582,240.0569317739125,-29.416565100054328,29.416565100054328,-2.0,-11,166,0.175,0.319,0.223,42.0,39.2,29.0,0.191,0.316,0.231,29.2,60,11,0,10,0,1,0,11:00,10:00,+1H 00M,HOU,27.630662020905927
248,García,García, Yimi,554340,R,SL,Slider,Slider,281,280,29.8,90.5,2519,6.6,30,0.2929824721865903,0.3025037273203325,181.81423906096435,218.3086506681437,-36.49441160717939,36.494411607179366,-1.0,-3,80,0.25,0.389,0.304,27.9,22.5,20.5,0.227,0.41,0.3,35.7,75,12,0,10,45,1,15,12:00,10:45,+1H 15M,HOU,27.834254143646408
249,García,García, Jarlín,606424,L,CH,Changeup,Changeup,246,237,24.6,85.2,2140,19.8,98,0.9158814872236856,0.983722285296,240.14629785928864,246.34250956124995,-6.196211701961289,6.1962117019612695,-1.6,-4,69,0.182,0.348,0.231,23.1,20.3,20.0,0.229,0.35,0.253,29.6,15,10,0,9,45,0,15,10:00,9:45,+0H 15M,SF,25.11737089201878
250,García,García, Jarlín,606424,L,SL,Slider,Slider,255,250,25.4,82.5,2310,6.7,37,0.2960372766848782,0.3705129136666926,107.47086338938254,79.29110992870304,28.179753460679507,28.179753460679507,0.3,1,58,0.226,0.377,0.284,28.9,29.3,21.8,0.206,0.322,0.266,32.4,-45,2,30,3,15,0,45,2:30,3:15,-0H 45M,SF,28.0
251,García,García, Jarlín,606424,L,FF,4-Seamer,4-Seam Fastball,501,449,50.0,93.2,2208,20.4,99,0.9644709340546894,0.9913886999630704,228.21165080936504,233.2667042121197,-5.055053402754624,5.05505340275458,-2.2,-11,139,0.19,0.397,0.299,19.1,26.6,26.6,0.225,0.396,0.301,50.0,15,10,30,10,15,0,15,10:30,10:15,+0H 15M,SF,23.69098712446352
252,García,García, Yimi,554340,R,FF,4-Seamer,4-Seam Fastball,371,369,39.3,96.0,2531,13.9,70,0.6288753631286913,0.696641741732064,136.7664434861968,149.7977564677407,-13.031312981543891,13.03131298154388,-0.6,-2,97,0.222,0.478,0.315,26.8,33.0,20.9,0.257,0.533,0.349,42.4,30,1,30,1,0,0,30,1:30,1:00,+0H 30M,HOU,26.364583333333332
253,Garrett,Garrett, Amir,607237,L,SL,Slider,Slider,423,414,51.1,85.2,1805,2.5,19,0.1278821851891319,0.1928511608199613,191.0676030097897,131.34339561120206,59.72420739858768,59.72420739858767,0.5,2,106,0.212,0.343,0.277,47.8,45.3,32.0,0.178,0.305,0.238,41.2,-105,11,45,1,30,1,45,11:45,1:30,-1H 45M,CIN,21.185446009389672
254,Garrett,Garrett, Amir,607237,L,FF,4-Seamer,4-Seam Fastball,404,402,48.8,94.8,2246,17.5,91,0.8415193423702916,0.9135778577161324,213.38119029393704,214.15498933245271,-0.7737990385156763,0.7737990385157169,1.6,6,105,0.291,0.57,0.43,14.7,12.4,15.9,0.296,0.524,0.409,51.4,15,11,0,10,45,0,15,11:00,10:45,+0H 15M,CIN,23.69198312236287
255,Garrett,Garrett, Braxton,666129,L,FF,4-Seamer,4-Seam Fastball,203,203,33.6,90.3,2187,18.2,91,0.8529505468764306,0.9108750805631568,201.336427841005,195.61608602473208,5.7203418162729065,5.720341816272896,1.1,2,56,0.273,0.409,0.369,13.8,19.6,19.0,0.296,0.447,0.389,40.0,-15,11,15,11,30,0,15,11:15,11:30,-0H 15M,MIA,24.219269102990033
256,Gausman,Gausman, Kevin,592332,R,FS,Splitter,Splitter,1061,910,35.3,83.6,1525,12.9,73,0.7006622846534674,0.7303464465822382,127.41413964126356,95.6790192267217,31.735120414541868,31.73512041454187,-2.2,-23,301,0.133,0.224,0.187,45.9,45.8,29.1,0.156,0.234,0.193,34.9,-60,1,45,2,45,1,0,1:45,2:45,-1H 00M,SF,18.241626794258373
257,Gausman,Gausman, Kevin,592332,R,FF,4-Seamer,4-Seam Fastball,1583,1573,52.7,94.6,2283,19.2,98,0.9087746543668528,0.97591635251674,143.4756804285451,145.6474039309349,-2.171723502389796,2.1717235023897894,-0.7,-12,421,0.257,0.416,0.331,19.5,19.2,19.5,0.278,0.485,0.352,44.8,0,1,15,1,15,0,0,1:15,1:15, 0H 00M,SF,24.133192389006343
258,Germán,Germán, Domingo,593334,R,FF,4-Seamer,4-Seam Fastball,454,454,28.8,93.4,2482,17.9,82,0.8034797566592569,0.8221380182627362,136.7417066802929,148.55275439724412,-11.811047716951208,11.81104771695119,1.7,8,110,0.29,0.65,0.429,22.4,18.2,16.0,0.282,0.605,0.4,55.0,30,1,30,1,0,0,30,1:30,1:00,+0H 30M,NYY,26.573875802997858
259,Germán,Germán, Domingo,593334,R,CH,Changeup,Changeup,355,354,22.5,86.5,2294,19.6,85,0.8785483520307117,0.8549821758496076,131.2290908841428,109.24681787990453,21.98227300423829,21.98227300423829,-1.4,-5,104,0.198,0.354,0.277,31.6,26.0,28.7,0.211,0.353,0.284,26.1,-30,1,45,2,15,0,30,1:45,2:15,-0H 30M,NYY,26.520231213872833
260,Gibson,Gibson, Kyle,502043,R,FF,4-Seamer,4-Seam Fastball,366,364,12.7,92.8,2289,16.7,86,0.7839837675750453,0.8628368286826656,150.64133721030117,159.78318082498174,-9.141843614680596,9.141843614680592,0.4,1,89,0.292,0.375,0.362,10.5,10.1,11.4,0.282,0.429,0.376,26.6,15,1,0,12,45,0,15,1:00,12:45,+0H 15M,PHI,24.66594827586207
261,Gibson,Gibson, Kyle,502043,R,FC,Cutter,Cutter,428,425,14.9,89.5,2367,7.5,52,0.3426602620849762,0.5184712390807541,168.46249017626968,194.86455758917808,-26.402067412908394,26.4020674129084,-1.5,-6,78,0.225,0.338,0.279,25.1,16.7,21.3,0.218,0.401,0.296,25.4,60,12,30,11,30,1,0,12:30,11:30,+1H 00M,PHI,26.446927374301676
262,Gibson,Gibson, Kyle,502043,R,CH,Changeup,Changeup,384,358,13.3,84.8,1639,15.5,85,0.8152818464593196,0.8515124081150962,131.96814272765218,100.65729204196722,31.310850685684954,31.31085068568495,0.3,1,100,0.202,0.372,0.271,26.6,17.0,14.5,0.257,0.381,0.3,40.3,-75,1,30,2,45,1,15,1:30,2:45,-1H 15M,PHI,19.327830188679247
263,Gibson,Gibson, Kyle,502043,R,SL,Slider,Slider,462,457,16.0,83.5,2517,6.9,33,0.2977776698087641,0.3330778003775375,273.3837121361201,294.29276511344665,-20.909052977326557,20.90905297732658,-0.4,-2,143,0.18,0.331,0.256,43.6,42.0,27.9,0.166,0.248,0.214,31.5,45,9,0,8,15,0,45,9:00,8:15,+0H 45M,PHI,30.143712574850298
264,Gil,Gil, Luis,661563,R,FF,4-Seamer,4-Seam Fastball,284,284,53.4,96.1,2445,18.0,85,0.8277850830319596,0.8484752047717329,159.99922344729833,164.83752239965688,-4.838298952358542,4.838298952358546,-0.3,-1,60,0.24,0.38,0.339,27.9,21.7,18.3,0.23,0.412,0.343,43.2,15,12,45,12,30,0,15,12:45,12:30,+0H 15M,NYY,25.442247658688867
265,Gil,Gil, Luis,661563,R,SL,Slider,Slider,209,209,39.3,85.2,2471,9.3,37,0.4063964642902151,0.3731351619713076,274.7386668248159,265.92221375064565,8.816453074170227,8.816453074170235,-3.3,-7,60,0.135,0.192,0.217,37.5,40.0,28.2,0.149,0.235,0.235,32.1,-30,8,45,9,15,0,30,8:45,9:15,-0H 30M,NYY,29.002347417840376
266,Gilbert,Gilbert, Logan,669302,R,FF,4-Seamer,4-Seam Fastball,1307,1298,61.5,95.3,2200,18.5,94,0.8775227082974921,0.9423490599895694,158.96353103521017,162.38666749848846,-3.423136463278297,3.423136463278297,-1.4,-19,324,0.254,0.401,0.311,21.6,21.9,17.7,0.258,0.438,0.323,50.6,15,12,45,12,30,0,15,12:45,12:30,+0H 15M,SEA,23.084994753410285
267,Gilbert,Gilbert, Logan,669302,R,SL,Slider,Slider,508,500,23.9,83.4,2278,8.3,36,0.3692850939157806,0.3644835085380777,265.3642659806249,248.54779732187225,16.816468658752655,16.81646865875262,1.9,10,137,0.211,0.469,0.314,38.2,34.3,17.7,0.229,0.462,0.318,38.6,-30,9,15,9,45,0,30,9:15,9:45,-0H 30M,SEA,27.314148681055155
