,player_name,p_throws,pitch_type,n_pitches,velo,pfx_x,pfx_z,RV,RV/100,xRV,xRV/100
2645,"Montgomery, Jordan",L,CU,606.0,80.0,0.95,-3.96,-12.512,-2.06,-11.238,-1.8500000000000003
2646,"Morejon, Adrian",L,CU,13.0,79.1,13.93,-10.74,-0.47900000000000004,-3.68,-0.285,-2.19
2647,"Moreland, Mitch",L,CU,2.0,73.3,5.88,-10.02,-0.34,-17.0,-0.21999999999999997,-11.0
2648,"Morgan, Adam",L,CU,47.0,78.8,9.05,-5.68,-0.41500000000000004,-0.88,0.7410000000000001,1.58
2649,"Morimando, Shawn",L,CU,50.0,74.8,6.72,-12.32,0.06599999999999984,0.13,-0.6759999999999999,-1.35
2650,"Muller, Kyle",L,CU,139.0,80.4,5.9,-9.78,-2.7970000000000006,-2.01,-2.25,-1.62
2651,"Naughton, Packy",L,CU,9.0,74.5,2.85,-6.03,-0.036000000000000004,-0.4,0.165,1.8299999999999998
2652,"Newcomb, Sean",L,CU,105.0,80.0,10.5,-16.28,-4.721,-4.5,-1.9300000000000002,-1.84
2653,"Nogowski, John",L,CU,10.0,47.9,8.93,-1.38,2.516,25.16,2.19,21.9
2654,"Nolin, Sean",L,CU,68.0,74.0,9.88,-11.96,-0.01699999999999996,-0.02,1.457,2.14
2655,"Peters, Dillon",L,CU,72.0,74.9,8.96,-13.02,-2.017,-2.8,-1.175,-1.63
2656,"Peterson, David",L,CU,7.0,73.5,5.16,-7.68,0.828,11.83,0.795,11.36
2657,"Puk, A.J.",L,CU,6.0,82.4,8.74,-1.58,-0.887,-14.78,-0.511,-8.52
2658,"Pérez, Martín",L,CU,157.0,78.7,5.05,-5.24,3.136,2.0,3.5210000000000004,2.24
2659,"Quintana, José",L,CU,330.0,78.8,10.21,-5.12,8.534,2.59,2.463,0.75
2660,"Raley, Brooks",L,CU,111.0,79.0,15.77,-6.31,-0.6910000000000005,-0.6199999999999999,-0.5989999999999999,-0.54
2661,"Rizzo, Anthony",L,CU,4.0,58.4,8.25,-4.62,-0.381,-9.52,0.189,4.72
2662,"Rodón, Carlos",L,CU,38.0,76.7,6.58,-7.88,3.053,8.03,2.326,6.12
2663,"Rogers, Josh",L,CU,1.0,74.4,5.16,-3.72,-0.004,-0.4,0.039,3.9
2664,"Rosscup, Zac",L,CU,17.0,81.2,11.34,-5.09,-0.549,-3.23,-0.19699999999999995,-1.16
2665,"Ryan, Kyle",L,CU,24.0,81.4,6.53,-1.26,-0.079,-0.33,1.028,4.28
2666,"Ryu, Hyun Jin",L,CU,338.0,73.9,11.73,-13.56,-2.427000000000001,-0.72,-0.6159999999999998,-0.18
2667,"Sandoval, Patrick",L,CU,145.0,78.4,6.23,-13.48,5.178,3.57,4.4990000000000006,3.1
2668,"Santiago, Héctor",L,CU,1.0,75.8,5.52,-7.68,-0.149,-14.9,-0.122,-12.2
2669,"Saucedo, Tayler",L,CU,49.0,79.8,10.05,-8.78,-0.9870000000000001,-2.01,0.0419999999999999,0.09
2670,"Smeltzer, Devin",L,CU,1.0,72.8,16.44,-9.96,0.709,70.9,0.418,41.8
2671,"Smith, Caleb",L,CU,156.0,77.9,6.75,-6.06,-0.22200000000000053,-0.14,2.673,1.71
2672,"Smith, Will",L,CU,125.0,77.7,8.76,-7.46,3.987,3.19,3.763,3.01
2673,"Smyly, Drew",L,CU,897.0,78.9,-2.95,-0.17,-3.2790000000000012,-0.37,11.651,1.3
2674,"Snell, Blake",L,CU,310.0,79.5,11.12,-12.05,-2.7989999999999995,-0.9,-4.009,-1.29
2675,"Speier, Gabe",L,CU,1.0,80.2,6.0,-3.12,0.849,84.9,0.063,6.3
2676,"Steele, Justin",L,CU,145.0,79.1,12.09,-9.01,0.02199999999999986,0.02,1.199,0.83
2677,"Strahm, Matt",L,CU,18.0,83.0,3.98,0.24,-0.8939999999999999,-4.97,-0.33899999999999997,-1.88
2678,"Suarez, José",L,CU,369.0,78.3,10.48,-7.08,5.971,1.6200000000000003,9.853,2.67
2679,"Suter, Brent",L,CU,166.0,78.6,6.72,-2.46,-0.692,-0.42,1.4530000000000003,0.8800000000000001
2680,"Szapucki, Thomas",L,CU,5.0,77.5,9.43,-12.0,-0.874,-17.48,-0.171,-3.4200000000000004
2681,"Tarpley, Stephen",L,CU,6.0,80.0,7.76,2.3,1.353,22.55,0.5840000000000001,9.73
2682,"Taylor, Josh",L,CU,40.0,80.2,6.5,-3.61,-0.6920000000000001,-1.73,0.016000000000000014,0.04
2683,"Thielbar, Caleb",L,CU,179.0,71.8,9.79,-16.44,5.2459999999999996,2.93,6.053000000000001,3.38
2684,"Thorpe, Lewis",L,CU,23.0,71.8,10.09,-14.29,-1.4620000000000002,-6.36,0.02800000000000002,0.12
2685,"Urías, Julio",L,CU,952.0,81.4,15.78,-0.93,-16.682000000000002,-1.75,-15.429,-1.62
2686,"Valdez, Framber",L,CU,643.0,77.9,13.52,-15.3,-11.631000000000002,-1.8099999999999998,-12.044,-1.87
2687,"Vasquez, Andrew",L,CU,26.0,82.7,16.03,-5.61,-1.086,-4.18,-0.844,-3.25
2688,"Webb, Tyler",L,CU,53.0,74.6,5.03,-7.07,-0.49300000000000005,-0.9299999999999999,1.4749999999999999,2.7800000000000002
2689,"Wells, Alexander",L,CU,146.0,72.7,10.14,-11.56,11.729000000000001,8.03,12.758,8.74
2690,"Yang, Hyeon-Jong",L,CU,23.0,72.1,4.08,-14.62,0.23699999999999993,1.03,-0.24599999999999997,-1.07
2691,"Yarbrough, Ryan",L,CU,441.0,71.1,15.45,5.26,0.7189999999999992,0.16,7.903,1.79
2692,"Young, Alex",L,CU,171.0,82.3,0.79,-1.11,-2.4570000000000003,-1.44,-2.225,-1.3
2693,"Zimmermann, Bruce",L,CU,146.0,81.9,1.07,-6.04,-5.775,-3.96,-0.9500000000000003,-0.65
2694,"Abbott, Cory",R,CH,23.0,87.0,13.9,12.34,-0.833,-3.62,-0.41,-1.7799999999999998
2695,"Abreu, Albert",R,CH,102.0,88.2,16.82,8.61,-0.5320000000000003,-0.52,0.053000000000000484,0.05
2696,"Acevedo, Domingo",R,CH,37.0,86.0,16.94,8.73,1.19,3.22,1.8910000000000005,5.11
2697,"Adam, Jason",R,CH,22.0,87.2,15.81,2.72,0.6690000000000002,3.0399999999999996,-0.14100000000000001,-0.64
2698,"Adon, Joan",R,CH,6.0,87.1,16.78,9.28,-0.04700000000000001,-0.7799999999999999,0.02999999999999999,0.5
2699,"Alaniz, R.J.",R,CH,17.0,86.3,15.89,-1.42,0.6880000000000001,4.05,-0.124,-0.73
2700,"Alcala, Jorge",R,CH,139.0,90.1,17.78,8.93,-0.35700000000000043,-0.26,6.846,4.93
2701,"Alcantara, Sandy",R,CH,728.0,91.8,16.07,3.31,12.849,1.76,24.763,3.4
2702,"Alcántara, Sergio",R,CH,1.0,83.6,8.64,13.2,-0.004,-0.4,0.042,4.2
2703,"Alexy, A.J.",R,CH,77.0,85.8,7.88,11.81,0.8,1.04,0.826,1.07
2704,"Almonte, Yency",R,CH,89.0,87.3,13.84,3.29,1.9739999999999995,2.22,2.17,2.44
2705,"Alzolay, Adbert",R,CH,138.0,85.6,13.97,9.47,-3.222000000000001,-2.33,-0.38399999999999995,-0.28
2706,"Anderson, Chase",R,CH,250.0,81.9,16.58,14.38,3.0900000000000007,1.24,13.456,5.38
2707,"Anderson, Drew",R,CH,50.0,86.6,16.38,9.68,1.004,2.01,0.9890000000000001,1.98
2708,"Anderson, Ian",R,CH,679.0,88.1,10.12,12.08,17.131,2.52,26.841,3.95
2709,"Anderson, Nick",R,CH,1.0,88.0,5.52,18.24,0.001,0.1,-0.056,-5.6
2710,"Anderson, Shaun",R,CH,8.0,86.3,7.59,9.38,1.3329999999999997,16.66,1.2189999999999999,15.24
2711,"Anderson, Tanner",R,CH,2.0,83.6,15.66,0.78,-0.153,-7.65,-0.093,-4.65
2712,"Andriese, Matt",R,CH,290.0,86.0,4.11,1.17,7.917,2.73,12.879,4.44
2713,"Archer, Chris",R,CH,42.0,85.6,13.93,10.46,0.42000000000000004,1.0,0.669,1.59
2714,"Arihara, Kohei",R,CH,81.0,81.7,14.54,3.66,1.3280000000000003,1.6400000000000001,1.8510000000000002,2.29
2715,"Arrieta, Jake",R,CH,132.0,86.9,16.04,1.08,6.258,4.74,6.446,4.88
2716,"Avila, Pedro",R,CH,23.0,82.7,2.33,3.54,0.25599999999999995,1.11,1.256,5.46
2717,"Bard, Daniel",R,CH,66.0,89.8,15.94,1.31,5.035,7.63,2.303,3.49
2718,"Barnes, Jacob",R,CH,40.0,87.2,6.93,10.1,0.24899999999999975,0.62,-0.8320000000000001,-2.08
2719,"Barnes, Matt",R,CH,16.0,87.7,17.06,7.34,-0.6900000000000001,-4.31,-0.2,-1.25
2720,"Barraclough, Kyle",R,CH,8.0,87.1,10.4,5.24,1.1520000000000001,14.4,1.103,13.79
2721,"Barreda, Manny",R,CH,3.0,85.6,7.24,7.36,0.5089999999999999,16.97,0.15000000000000002,5.0
2722,"Barría, Jaime",R,CH,77.0,85.8,13.78,10.9,-2.1710000000000003,-2.82,-0.309,-0.4
2723,"Bassitt, Chris",R,CH,242.0,85.3,17.95,7.7,5.186,2.14,6.119,2.53
2724,"Bauer, Trevor",R,CH,45.0,88.1,16.42,7.31,1.8190000000000002,4.04,1.0839999999999999,2.41
2725,"Baumann, Mike",R,CH,6.0,85.9,12.24,12.44,-0.036000000000000004,-0.6,0.137,2.28
2726,"Baz, Shane",R,CH,11.0,88.7,17.84,8.89,1.003,9.12,1.107,10.06
2727,"Beasley, Jeremy",R,CH,37.0,86.8,8.68,3.17,0.8219999999999998,2.22,1.8170000000000004,4.91
2728,"Beede, Tyler",R,CH,7.0,83.2,12.27,3.09,-0.5660000000000001,-8.09,-0.288,-4.11
2729,"Bellatti, Andrew",R,CH,6.0,89.0,15.18,10.36,-0.069,-1.15,0.07,1.17
2730,"Bender, Anthony",R,CH,7.0,90.1,14.28,-3.05,1.176,16.8,0.888,12.69
2731,"Berríos, José",R,CH,401.0,84.8,13.89,4.5,-1.8339999999999999,-0.46,8.573,2.14
2732,"Bettinger, Alec",R,CH,9.0,82.0,11.41,8.04,-0.384,-4.27,-0.08399999999999999,-0.9300000000000002
2733,"Biagini, Joe",R,CH,8.0,84.6,8.37,5.01,-0.13200000000000006,-1.65,0.419,5.24
2734,"Bickford, Phil",R,CH,3.0,84.9,10.0,7.6,-0.389,-12.97,-0.132,-4.4
2735,"Bieber, Shane",R,CH,73.0,87.4,15.12,8.27,2.67,3.66,4.086,5.6
2736,"Bielak, Brandon",R,CH,96.0,88.2,16.47,7.56,-0.8570000000000005,-0.89,1.044,1.09
2737,"Blackburn, Paul",R,CH,94.0,85.8,12.95,7.09,1.6370000000000002,1.74,2.9759999999999995,3.1700000000000004
2738,"Blewett, Scott",R,CH,4.0,84.0,9.6,10.83,-0.031,-0.78,0.060000000000000005,1.5
2739,"Bolaños, Ronald",R,CH,2.0,89.2,12.24,11.16,-0.011,-0.55,-0.013000000000000001,-0.65
2740,"Bostick, Akeem",R,CH,7.0,84.9,12.12,7.65,0.11400000000000012,1.6300000000000001,-0.062,-0.89
2741,"Boxberger, Brad",R,CH,207.0,82.5,12.16,4.75,3.1849999999999996,1.54,8.777000000000001,4.24
2742,"Brach, Brad",R,CH,208.0,86.1,15.61,0.53,4.528,2.18,7.16,3.44
2743,"Bradley, Archie",R,CH,128.0,85.5,12.17,8.27,5.272,4.12,4.496,3.51
2744,"Brebbia, John",R,CH,5.0,88.1,15.96,7.2,-0.24300000000000002,-4.86,-0.139,-2.78
2745,"Brennan, Brandon",R,CH,15.0,81.8,14.54,8.05,-0.741,-4.94,-0.05900000000000002,-0.39
2746,"Brice, Austin",R,CH,7.0,88.5,19.63,1.53,-0.23800000000000002,-3.4,0.19999999999999998,2.86
2747,"Brogdon, Connor",R,CH,328.0,84.6,17.08,9.22,-2.2880000000000003,-0.7,7.267,2.22
2748,"Brubaker, JT",R,CH,123.0,87.2,15.64,7.76,10.579,8.6,7.099,5.77
2749,"Buehler, Walker",R,CH,151.0,91.5,13.02,5.36,-6.582000000000001,-4.36,2.303,1.53
2750,"Bukauskas, J.B.",R,CH,31.0,88.9,15.81,-0.5,2.798,9.03,2.0789999999999997,6.71
2751,"Bundy, Dylan",R,CH,202.0,83.2,12.27,8.25,12.776,6.32,8.212,4.07
2752,"Burdi, Zack",R,CH,31.0,90.3,17.51,8.21,-0.24899999999999975,-0.8,-0.387,-1.25
2753,"Burnes, Corbin",R,CH,250.0,90.7,13.9,7.37,-3.1230000000000007,-1.25,-0.221,-0.09
2754,"Burns, Andy",R,CH,14.0,77.1,9.31,15.88,0.4899999999999998,3.5,1.027,7.339999999999999
2755,"Burrows, Beau",R,CH,29.0,85.2,12.1,13.2,1.41,4.86,2.3729999999999998,8.18
2756,"Báez, Pedro",R,CH,36.0,83.2,12.14,12.97,-0.6750000000000002,-1.88,1.189,3.3
2757,"Cabrera, Edward",R,CH,113.0,92.1,15.91,8.71,9.318,8.25,8.269,7.32
2758,"Cahill, Trevor",R,CH,159.0,82.3,13.85,0.86,6.907999999999999,4.34,9.261,5.82
2759,"Campbell, Paul",R,CH,28.0,86.0,14.69,4.63,0.49099999999999994,1.75,1.187,4.24
2760,"Canning, Griffin",R,CH,225.0,89.1,17.93,8.1,8.589,3.82,10.379,4.61
2761,"Carlton, Drew",R,CH,10.0,84.4,15.48,5.29,0.40099999999999997,4.01,0.31600000000000006,3.16
2762,"Carpenter, Matt",R,CH,19.0,57.4,12.12,15.66,1.229,6.47,2.336,12.29
2763,"Carrasco, Carlos",R,CH,219.0,87.3,7.63,0.64,6.446,2.94,5.167,2.3599999999999994
2764,"Castellani, Ryan",R,CH,4.0,84.2,14.76,6.39,0.719,17.97,0.5630000000000001,14.08
2765,"Castellanos, Humberto",R,CH,76.0,84.1,13.47,5.09,6.346,8.35,5.67,7.460000000000001
2766,"Castillo, Luis",R,CH,952.0,88.3,16.77,0.94,-1.9780000000000009,-0.21,1.6810000000000003,0.18
2767,"Castro, Anthony",R,CH,6.0,89.3,5.14,7.52,-0.063,-1.05,0.146,2.43
2768,"Castro, Miguel",R,CH,270.0,92.1,18.96,2.07,1.982,0.73,9.842,3.65
2769,"Cease, Dylan",R,CH,219.0,78.1,7.34,15.48,-3.7730000000000006,-1.72,2.951,1.35
2770,"Cessa, Luis",R,CH,111.0,87.8,13.23,4.66,1.495,1.3500000000000003,2.5200000000000005,2.27
2771,"Chacín, Jhoulys",R,CH,35.0,84.6,7.02,6.75,0.06999999999999992,0.2,0.255,0.73
2772,"Chatwood, Tyler",R,CH,21.0,87.3,11.25,7.19,-1.454,-6.92,-0.377,-1.8000000000000003
2773,"Chavez, Jesse",R,CH,52.0,84.6,15.92,2.83,-1.4420000000000002,-2.77,-0.5529999999999999,-1.06
2774,"Cishek, Steve",R,CH,3.0,82.3,17.24,-0.52,1.18,39.33,0.40399999999999997,13.47
2775,"Cisnero, José",R,CH,64.0,90.8,16.65,7.32,4.141,6.47,3.187,4.98
2776,"Clarke, Taylor",R,CH,118.0,89.3,14.62,5.85,1.47,1.25,4.353,3.69
2777,"Clippard, Tyler",R,CH,141.0,78.3,12.93,15.2,14.666,10.4,13.28,9.42
2778,"Cody, Kyle",R,CH,30.0,85.6,13.69,11.72,-1.191,-3.97,0.09999999999999996,0.33
2779,"Cole, A.J.",R,CH,4.0,87.6,16.14,11.46,-0.17099999999999999,-4.27,-0.145,-3.62
2780,"Cole, Gerrit",R,CH,420.0,89.8,15.82,9.99,8.45,2.01,4.954,1.18
2781,"Contreras, Roansy",R,CH,1.0,90.8,17.16,11.28,0.001,0.1,-0.003,-0.3
2782,"Coonrod, Sam",R,CH,58.0,90.4,14.18,1.95,-2.3390000000000004,-4.03,-0.593,-1.02
2783,"Cotton, Jharel",R,CH,164.0,80.0,13.12,8.04,-3.7079999999999997,-2.26,4.073,2.48
2784,"Cousins, Jake",R,CH,8.0,88.2,16.86,2.6,1.903,23.79,1.495,18.69
2785,"Crawford, Kutter",R,CH,1.0,85.1,7.2,11.88,-0.203,-20.3,-0.096,-9.6
2786,"Crichton, Stefan",R,CH,16.0,87.0,13.89,7.56,0.7769999999999999,4.86,0.711,4.44
2787,"Crick, Kyle",R,CH,2.0,86.6,11.82,3.9,0.14,7.0,0.08499999999999999,4.25
2788,"Crismatt, Nabil",R,CH,685.0,82.3,13.88,1.53,33.707,4.92,33.518,4.89
2789,"Criswell, Cooper",R,CH,7.0,83.2,15.77,-1.01,0.499,7.13,0.453,6.47
2790,"Crouse, Hans",R,CH,21.0,84.8,15.02,8.27,2.3859999999999997,11.36,1.873,8.92
2791,"Crowe, Wil",R,CH,392.0,85.0,9.76,5.06,14.173,3.62,10.040000000000001,2.56
2792,"Cueto, Johnny",R,CH,441.0,82.7,11.73,4.03,9.414,2.13,10.467,2.37
2793,"Curtiss, John",R,CH,1.0,90.7,10.08,18.72,-0.016,-1.6,-0.01,-1.0
2794,"Darvish, Yu",R,CH,1.0,80.2,13.56,6.48,-0.17,-17.0,-0.099,-9.9
2795,"Davies, Zach",R,CH,847.0,78.5,13.72,7.93,32.518,3.84,42.86300000000001,5.06
2796,"Davis, Wade",R,CH,12.0,84.4,9.31,10.7,-0.935,-7.79,-0.3539999999999999,-2.9500000000000006
2797,"De Jong, Chase",R,CH,37.0,86.3,12.61,9.93,3.468,9.37,2.244,6.06
2798,"De León, José",R,CH,78.0,84.3,16.28,3.84,9.762,12.52,4.916,6.3
2799,"De Los Santos, Enyel",R,CH,77.0,87.4,16.13,9.22,-1.562,-2.03,0.15299999999999994,0.2
2800,"DeSclafani, Anthony",R,CH,269.0,88.2,15.71,4.93,10.34,3.8400000000000003,12.099,4.5
2801,"Devenski, Chris",R,CH,71.0,80.1,15.06,4.49,-0.8040000000000003,-1.13,-0.048000000000000015,-0.07
2802,"Diaz, Miguel",R,CH,361.0,86.0,17.34,3.42,7.248000000000001,2.01,19.696,5.46
2803,"Dickson, Brandon",R,CH,1.0,84.4,13.68,12.6,-0.016,-1.6,-0.03,-3.0
2804,"Diplán, Marcos",R,CH,54.0,86.0,6.64,9.71,0.8900000000000001,1.65,2.045,3.79
2805,"Dobnak, Randy",R,CH,56.0,84.5,16.93,4.94,5.336999999999999,9.53,3.549,6.339999999999999
2806,"Drury, Brandon",R,CH,7.0,79.0,10.2,13.53,1.325,18.93,0.995,14.209999999999999
2807,"Dugger, Robert",R,CH,18.0,82.6,13.11,7.88,1.97,10.94,1.42,7.889999999999999
2808,"Dunn, Justin",R,CH,11.0,89.5,13.93,12.47,0.5469999999999999,4.97,0.234,2.13
2809,"Dunning, Dane",R,CH,249.0,84.5,17.41,6.28,12.902,5.18,9.969,4.0
2810,"Duplantier, Jon",R,CH,13.0,83.8,15.75,5.54,-0.24900000000000005,-1.9200000000000002,-0.009999999999999992,-0.08
2811,"Díaz, Yennsy",R,CH,126.0,89.9,14.41,7.71,6.97,5.53,9.295,7.38
2812,"Effross, Scott",R,CH,22.0,83.0,14.21,-7.25,1.921,8.73,2.404,10.93
2813,"Eflin, Zach",R,CH,174.0,85.3,14.48,6.86,12.244999999999997,7.04,9.738,5.6
2814,"Eickhoff, Jerad",R,CH,26.0,84.0,11.22,8.54,1.316,5.0600000000000005,1.007,3.87
2815,"Elledge, Seth",R,CH,2.0,84.5,15.0,9.42,-0.032,-1.6,-0.044000000000000004,-2.2
2816,"Ellis, Chris",R,CH,41.0,87.4,16.58,6.92,0.5829999999999999,1.42,0.9590000000000001,2.34
2817,"Eshelman, Thomas",R,CH,63.0,81.3,13.87,7.99,-0.7100000000000002,-1.13,0.5369999999999999,0.85
2818,"Espinal, Raynel",R,CH,9.0,86.3,18.17,3.83,-0.399,-4.43,0.132,1.47
2819,"Espino, Paolo",R,CH,72.0,83.7,12.0,4.79,8.156,11.33,3.821,5.31
2820,"Estévez, Carlos",R,CH,194.0,88.7,11.69,5.65,6.207,3.2,8.406,4.33
2821,"Farmer, Buck",R,CH,185.0,87.7,14.93,3.37,5.2299999999999995,2.8300000000000005,6.066,3.28
2822,"Farrell, Luke",R,CH,8.0,83.6,10.84,11.04,-0.726,-9.07,-0.287,-3.59
2823,"Fedde, Erick",R,CH,245.0,87.7,14.55,1.56,-1.7590000000000001,-0.72,-1.3519999999999999,-0.55
2824,"Feliz, Michael",R,CH,28.0,86.1,12.27,13.15,2.101,7.5,2.2270000000000003,7.95
2825,"Feliz, Neftalí",R,CH,8.0,86.9,14.91,9.04,1.516,18.95,-0.08299999999999999,-1.04
2826,"Feltner, Ryan",R,CH,11.0,82.4,6.27,4.93,-1.104,-10.04,-0.485,-4.41
2827,"Fernández, Julian",R,CH,18.0,89.3,5.75,8.77,2.512,13.96,1.493,8.29
2828,"Fernández, Junior",R,CH,117.0,89.5,13.01,6.09,2.5580000000000007,2.19,2.761,2.36
2829,"Feyereisen, J.P.",R,CH,194.0,87.6,14.88,2.64,-3.2169999999999996,-1.66,-0.299,-0.15
2830,"Fiers, Mike",R,CH,17.0,81.4,17.15,7.4,3.697,21.75,1.2510000000000001,7.36
2831,"Flaa, Jay",R,CH,14.0,84.4,5.41,2.61,-0.28700000000000003,-2.05,0.443,3.16
2832,"Flaherty, Jack",R,CH,24.0,84.5,11.1,7.23,2.4299999999999997,10.12,1.859,7.75
2833,"Flexen, Chris",R,CH,431.0,82.7,12.22,9.6,-5.485,-1.27,-1.3960000000000001,-0.32000000000000006
2834,"Floro, Dylan",R,CH,258.0,86.4,16.69,2.82,8.202,3.18,9.735,3.77
2835,"Foley, Jason",R,CH,6.0,90.0,15.44,5.64,-0.229,-3.82,-0.045000000000000005,-0.75
2836,"Foltynewicz, Mike",R,CH,283.0,85.3,14.0,11.89,10.203,3.61,8.082,2.86
2837,"Foster, Matt",R,CH,164.0,84.3,10.06,12.8,5.463,3.33,6.601000000000001,4.03
2838,"Frankoff, Seth",R,CH,48.0,84.5,15.94,7.51,0.7480000000000001,1.5599999999999998,3.142,6.55
2839,"Frías, Luis",R,CH,4.0,90.0,10.41,3.42,-0.375,-9.38,0.5820000000000001,14.55
2840,"Fulmer, Carson",R,CH,67.0,86.9,14.09,6.22,1.6089999999999998,2.4,1.4420000000000002,2.15
2841,"Fulmer, Michael",R,CH,132.0,88.1,12.63,5.54,1.5559999999999998,1.18,3.0380000000000003,2.3
2842,"Funkhouser, Kyle",R,CH,92.0,88.9,14.02,6.4,0.05500000000000004,0.06,0.22299999999999998,0.24
2843,"Gallegos, Giovanny",R,CH,56.0,87.1,11.39,14.91,2.156,3.85,3.381,6.04
2844,"Gallen, Zac",R,CH,350.0,86.1,12.66,3.55,7.385,2.11,5.605,1.6
2845,"Gant, John",R,CH,444.0,80.1,12.81,6.58,8.825000000000001,1.9899999999999998,12.195999999999998,2.75
2846,"Garcia, Bryan",R,CH,130.0,85.8,17.1,6.53,5.49,4.22,3.263,2.51
2847,"Garcia, Luis",R,CH,276.0,83.4,16.15,9.78,5.096,1.85,4.87,1.76
2848,"García, Deivi",R,CH,30.0,82.5,15.35,12.35,0.49400000000000016,1.65,1.822,6.070000000000001
2849,"García, Edgar",R,CH,21.0,88.0,11.78,6.57,1.653,7.87,0.382,1.8199999999999998
2850,"García, Robel",R,CH,1.0,81.6,12.12,13.92,-0.004,-0.4,-0.006,-0.6
2851,"García, Rony",R,CH,3.0,86.3,12.12,4.92,0.48400000000000015,16.13,0.425,14.17
2852,"García, Yimi",R,CH,60.0,88.6,17.71,2.13,-1.997,-3.33,-0.052,-0.09
2853,"Garza Jr., Ralph",R,CH,41.0,83.9,15.63,9.34,-1.3490000000000002,-3.2900000000000005,-0.44200000000000006,-1.08
2854,"Garza, Justin",R,CH,41.0,85.0,15.27,7.07,0.19299999999999998,0.47,0.24999999999999992,0.61
2855,"Gausman, Kevin",R,CH,180.0,83.8,10.96,11.59,8.71,4.84,8.694,4.83
2856,"Germán, Domingo",R,CH,352.0,86.5,17.55,7.78,13.741000000000001,3.9,14.776,4.2
2857,"Gibaut, Ian",R,CH,33.0,84.2,13.74,9.25,3.985,12.08,1.685,5.11
2858,"Gibson, Kyle",R,CH,384.0,84.8,14.5,4.14,5.693999999999999,1.4799999999999998,9.658999999999999,2.52
2859,"Gil, Luis",R,CH,39.0,92.3,15.64,8.03,1.497,3.84,2.879,7.38
2860,"Gilbert, Logan",R,CH,164.0,79.8,14.15,5.17,1.9100000000000001,1.16,7.3069999999999995,4.46
2861,"Ginkel, Kevin",R,CH,2.0,84.8,15.36,13.8,-0.015,-0.75,0.038,1.9
2862,"Giolito, Lucas",R,CH,940.0,81.5,10.2,12.86,19.117,2.03,31.753,3.38
2863,"Givens, Mychal",R,CH,329.0,82.3,8.9,-2.1,6.295,1.91,12.774,3.88
2864,"Glasnow, Tyler",R,CH,34.0,91.5,12.19,9.07,5.042,14.83,3.238,9.52
2865,"Godley, Zack",R,CH,1.0,83.9,13.44,-3.84,0.001,0.1,0.049,4.9
2866,"Gonzalez, Romy",R,CH,2.0,80.2,9.9,17.4,-0.011,-0.55,0.04,2.0
2867,"González, Chi Chi",R,CH,159.0,84.3,12.02,5.03,-0.3060000000000006,-0.19,1.557,0.98
2868,"Goudeau, Ashton",R,CH,124.0,85.1,11.08,9.06,5.4430000000000005,4.39,8.628,6.96
2869,"Graveman, Kendall",R,CH,60.0,89.6,13.47,6.35,4.052,6.75,2.097,3.5
2870,"Gray, Jon",R,CH,203.0,87.6,11.65,7.47,7.936,3.91,6.021,2.97
2871,"Gray, Josiah",R,CH,39.0,89.2,14.14,12.16,1.53,3.92,2.341,6.0
2872,"Gray, Sonny",R,CH,70.0,88.1,12.22,9.13,4.957,7.08,4.9510000000000005,7.07
2873,"Greene, Conner",R,CH,40.0,84.8,15.83,7.97,1.7449999999999999,4.36,1.6260000000000001,4.07
2874,"Greene, Shane",R,CH,37.0,86.0,12.95,-0.33,-1.3010000000000002,-3.5200000000000005,-0.268,-0.72
2875,"Greinke, Zack",R,CH,569.0,86.4,12.77,4.46,-0.944000000000001,-0.17,-2.0349999999999997,-0.36
2876,"Gsellman, Robert",R,CH,70.0,84.8,15.48,8.05,1.0939999999999996,1.56,1.777,2.54
2877,"Guerra, Deolis",R,CH,336.0,81.7,13.14,6.59,5.748,1.7099999999999997,10.24,3.05
2878,"Guerra, Javy",R,CH,4.0,82.6,7.35,13.2,0.906,22.65,0.356,8.9
2879,"Gutierrez, Vladimir",R,CH,224.0,81.4,12.77,9.18,7.478000000000001,3.34,7.912,3.53
2880,"Guzman, Jorge",R,CH,15.0,87.4,15.74,7.5,0.3379999999999999,2.25,0.513,3.42
2881,"Hale, David",R,CH,112.0,82.7,12.52,8.68,-0.15400000000000014,-0.14,1.6429999999999996,1.47
2882,"Hanhold, Eric",R,CH,33.0,91.0,12.34,4.94,-0.5509999999999999,-1.67,0.546,1.65
2883,"Harvey, Hunter",R,CH,10.0,90.6,14.04,8.74,0.0070000000000000825,0.07,0.11000000000000001,1.1
2884,"Harvey, Matt",R,CH,266.0,85.3,14.49,11.42,7.303,2.75,11.607,4.36
2885,"Hatch, Thomas",R,CH,38.0,83.3,9.39,6.19,0.07000000000000012,0.18,0.302,0.79
2886,"Head, Louis",R,CH,3.0,89.8,12.6,2.6,-0.35600000000000004,-11.87,-0.23,-7.669999999999999
2887,"Heasley, Jon",R,CH,59.0,85.1,12.66,10.64,0.31100000000000017,0.53,-0.667,-1.13
2888,"Helsley, Ryan",R,CH,22.0,87.4,11.81,8.83,1.0090000000000001,4.59,0.19399999999999998,0.88
2889,"Hendricks, Kyle",R,CH,770.0,80.0,13.15,10.64,25.781999999999993,3.35,24.49,3.1799999999999997
2890,"Hendriks, Liam",R,CH,1.0,91.6,11.64,21.12,-0.17,-17.0,-0.101,-10.1
